scr_gebaeude_id;plz;hk_geb;uk_geb;max_occupancy;wall_area_og;wall_area_ug;window_area_north;window_area_east;window_area_south;window_area_west;roof_area;net_room_area;energy_ref_area;base_area;gross_base_area;building_height;net_volume;gross_volume;envelope_area;lighting_load;lighting_control;lighting_utilisation_factor;lighting_maintenance_factor;aw_construction;shading_device;shading_solar_transmittance;glass_solar_transmittance;glass_solar_shading_transmittance;glass_light_transmittance;u_windows;u_walls;u_roof;u_base;temp_adj_base;temp_adj_walls_ug;ach_inf;ach_win;ach_vent;heat_recovery_efficiency;thermal_capacitance;t_set_heating;t_start;t_set_cooling;night_flushing_flow;max_heating_energy_per_floor_area;max_cooling_energy_per_floor_area;heating_supply_system;cooling_supply_system;heating_emission_system;cooling_emission_system;dhw_system
BB929874_0_00;14473;Büro-, Verwaltungs- oder Amtsgebäude;Öffentliches Verwaltungs- oder Ämtergebäude, Rathaus;155;1354.321;971.5781220749999;1486.0305922500002;567.91494405;1520.8350112499998;488.182538925;1747.1612;7425.4352;6682.8917;1336.57834;1536.2969425287356;18.3999996;24593.040921368665;28267.863128009958;8700.742257828737;17.3614764;500;0.45;0.9;1.2;2;0.22;0.78;0.1716;0.37752749999999996;1.8056;0.4564;0.2329;0.295;0.55;0.6;0.09575883323993795;0.1;0.7738064030549584;0.0;1.2;21;21;24;2;inf;-inf;GasBoilerCondensingFrom95;WaterCooledPistonScroll;AirConditioning;AirConditioning;NoDHW
